age,job,marital,education,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,y
24,services,2,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
51,blue-collar,0,basic.9y,1,1,1,0,0,1.1,93.994,4.855,5191,1
59,admin.,0,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
33,technician,0,professional.course,0,1,1,0,0,1.1,93.994,4.855,5191,0
24,services,2,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
30,blue-collar,2,basic.9y,1,1,1,0,0,1.1,93.994,4.855,5191,0
38,technician,0,professional.course,1,1,2,0,0,1.1,93.994,4.855,5191,0
34,admin.,0,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
25,technician,2,professional.course,1,1,2,0,0,1.1,93.994,4.855,5191,0
36,self-employed,0,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
32,admin.,1,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
33,blue-collar,2,high.school,0,1,5,0,0,1.1,93.994,4.855,5191,0
42,services,0,high.school,0,1,3,0,0,1.1,93.994,4.855,5191,0
37,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
35,admin.,0,high.school,0,1,2,0,0,1.1,93.994,4.855,5191,0
48,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
50,management,2,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
39,technician,1,professional.course,1,1,1,0,0,1.1,93.994,4.855,5191,0
33,management,2,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
29,admin.,0,high.school,0,1,2,0,0,1.1,93.994,4.855,5191,0
33,admin.,0,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
41,admin.,2,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
46,blue-collar,0,basic.4y,1,1,3,0,0,1.1,93.994,4.855,5191,0
42,admin.,2,basic.9y,0,1,2,0,0,1.1,93.994,4.855,5191,0
44,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
24,services,2,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
53,management,0,basic.4y,1,1,1,0,0,1.1,93.994,4.855,5191,0
36,entrepreneur,0,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
24,services,2,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,1
49,entrepreneur,0,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
41,blue-collar,0,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
40,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
40,housemaid,0,basic.4y,1,1,1,0,0,1.1,93.994,4.855,5191,0
49,entrepreneur,0,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
25,admin.,2,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
34,management,0,university.degree,1,1,4,0,0,1.1,93.994,4.855,5191,0
34,technician,0,professional.course,1,1,3,0,0,1.1,93.994,4.855,5191,0
28,blue-collar,2,basic.6y,0,1,1,0,0,1.1,93.994,4.855,5191,0
39,admin.,0,basic.9y,1,1,2,0,0,1.1,93.994,4.855,5191,0
34,technician,0,professional.course,1,1,2,0,0,1.1,93.994,4.855,5191,0
36,technician,0,professional.course,0,1,1,0,0,1.1,93.994,4.855,5191,0
32,retired,0,high.school,0,1,3,0,0,1.1,93.994,4.855,5191,0
40,housemaid,1,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
36,technician,0,professional.course,1,1,1,0,0,1.1,93.994,4.855,5191,0
27,entrepreneur,0,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
36,technician,0,professional.course,1,1,1,0,0,1.1,93.994,4.855,5191,0
47,blue-collar,0,basic.4y,0,1,1,0,0,1.1,93.994,4.855,5191,0
47,blue-collar,0,basic.4y,1,1,1,0,0,1.1,93.994,4.855,5191,0
40,unemployed,0,basic.9y,1,1,3,0,0,1.1,93.994,4.855,5191,0
30,blue-collar,0,basic.9y,1,1,4,0,0,1.1,93.994,4.855,5191,0
39,technician,0,professional.course,0,1,2,0,0,1.1,93.994,4.855,5191,0
58,blue-collar,0,basic.9y,0,1,2,0,0,1.1,93.994,4.855,5191,0
32,admin.,0,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,1
30,technician,0,professional.course,1,1,1,0,0,1.1,93.994,4.855,5191,0
52,admin.,0,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
46,blue-collar,1,basic.9y,1,1,1,0,0,1.1,93.994,4.855,5191,0
32,admin.,2,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
53,self-employed,0,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
31,blue-collar,0,basic.9y,0,1,1,0,0,1.1,93.994,4.855,5191,0
51,technician,0,professional.course,0,1,1,0,0,1.1,93.994,4.855,5191,0
45,admin.,0,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
32,admin.,0,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
43,admin.,0,high.school,1,1,3,0,0,1.1,93.994,4.855,5191,0
34,admin.,0,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
25,blue-collar,2,basic.4y,1,1,1,0,0,1.1,93.994,4.855,5191,0
25,blue-collar,2,basic.4y,0,1,1,0,0,1.1,93.994,4.855,5191,0
44,admin.,0,basic.9y,0,1,2,0,0,1.1,93.994,4.855,5191,0
59,admin.,0,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
39,technician,1,professional.course,0,1,2,0,0,1.1,93.994,4.855,5191,0
42,admin.,1,university.degree,1,1,3,0,0,1.1,93.994,4.855,5191,0
30,technician,0,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
49,services,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
41,technician,0,university.degree,1,1,3,0,0,1.1,93.994,4.855,5191,0
27,services,2,high.school,1,1,4,0,0,1.1,93.994,4.855,5191,0
32,admin.,2,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
27,admin.,2,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
29,management,2,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
30,blue-collar,2,basic.9y,1,1,1,0,0,1.1,93.994,4.855,5191,0
29,management,2,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
32,technician,2,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
55,admin.,1,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
39,admin.,0,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
37,blue-collar,2,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
26,admin.,0,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
52,self-employed,0,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
28,admin.,2,university.degree,1,1,5,0,0,1.1,93.994,4.855,5191,0
33,management,2,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
32,admin.,2,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
50,unemployed,0,basic.9y,1,1,1,0,0,1.1,93.994,4.855,5191,0
47,management,1,basic.4y,0,1,2,0,0,1.1,93.994,4.855,5191,0
40,technician,0,university.degree,0,1,3,0,0,1.1,93.994,4.855,5191,0
45,services,0,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
43,blue-collar,2,basic.9y,1,1,2,0,0,1.1,93.994,4.855,5191,0
28,blue-collar,2,basic.9y,1,1,3,0,0,1.1,93.994,4.855,5191,0
36,technician,0,professional.course,1,1,4,0,0,1.1,93.994,4.855,5191,0
37,services,0,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
32,admin.,2,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
26,technician,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
35,admin.,0,high.school,1,1,5,0,0,1.1,93.994,4.855,5191,0
56,admin.,0,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
37,entrepreneur,2,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
43,technician,2,professional.course,0,1,3,0,0,1.1,93.994,4.855,5191,0
41,housemaid,0,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
43,technician,2,professional.course,0,1,1,0,0,1.1,93.994,4.855,5191,0
31,services,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
39,admin.,2,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
56,admin.,0,high.school,1,1,1,0,0,1.1,93.994,4.855,5191,0
34,admin.,0,university.degree,1,1,3,0,0,1.1,93.994,4.855,5191,0
34,blue-collar,0,basic.4y,1,1,7,0,0,1.1,93.994,4.855,5191,0
45,blue-collar,0,basic.9y,1,1,2,0,0,1.1,93.994,4.855,5191,0
59,admin.,0,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
46,blue-collar,0,professional.course,1,1,1,0,0,1.1,93.994,4.855,5191,0
25,blue-collar,0,basic.9y,1,1,2,0,0,1.1,93.994,4.855,5191,0
33,admin.,1,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
27,admin.,0,university.degree,1,1,1,0,0,1.1,93.994,4.855,5191,0
33,admin.,1,university.degree,0,1,1,0,0,1.1,93.994,4.855,5191,0
25,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
38,blue-collar,1,basic.9y,1,1,4,0,0,1.1,93.994,4.855,5191,0
33,technician,2,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
33,management,2,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
34,blue-collar,0,basic.9y,1,1,5,0,0,1.1,93.994,4.855,5191,0
50,management,2,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
38,management,0,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
33,services,0,high.school,0,1,4,0,0,1.1,93.994,4.855,5191,0
42,admin.,0,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
52,self-employed,0,university.degree,1,1,4,0,0,1.1,93.994,4.855,5191,0
35,technician,0,professional.course,0,1,2,0,0,1.1,93.994,4.855,5191,0
32,blue-collar,0,basic.9y,1,1,1,0,0,1.1,93.994,4.855,5191,0
30,technician,0,professional.course,1,1,2,0,0,1.1,93.994,4.855,5191,0
46,blue-collar,0,basic.9y,1,1,3,0,0,1.1,93.994,4.855,5191,0
34,admin.,2,basic.9y,0,1,4,0,0,1.1,93.994,4.855,5191,0
33,management,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
50,housemaid,1,high.school,0,1,2,0,0,1.1,93.994,4.855,5191,0
48,blue-collar,0,professional.course,0,1,4,0,0,1.1,93.994,4.855,5191,0
44,services,0,high.school,0,1,2,0,0,1.1,93.994,4.855,5191,0
32,services,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
34,admin.,2,high.school,0,1,2,0,0,1.1,93.994,4.855,5191,0
27,services,0,basic.9y,1,1,2,0,0,1.1,93.994,4.855,5191,0
40,housemaid,2,university.degree,1,1,3,0,0,1.1,93.994,4.855,5191,0
29,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
25,blue-collar,0,basic.9y,0,1,1,0,0,1.1,93.994,4.855,5191,0
29,services,0,basic.9y,0,1,3,0,0,1.1,93.994,4.855,5191,0
44,technician,2,professional.course,0,1,3,0,0,1.1,93.994,4.855,5191,0
33,admin.,2,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
33,blue-collar,0,basic.4y,1,1,2,0,0,1.1,93.994,4.855,5191,0
40,blue-collar,0,high.school,0,1,3,0,0,1.1,93.994,4.855,5191,0
38,technician,2,professional.course,0,1,2,0,0,1.1,93.994,4.855,5191,0
33,services,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
36,admin.,0,high.school,1,1,3,0,0,1.1,93.994,4.855,5191,0
48,admin.,0,basic.9y,1,1,3,0,0,1.1,93.994,4.855,5191,0
50,blue-collar,1,basic.9y,0,1,3,0,0,1.1,93.994,4.855,5191,0
35,self-employed,0,professional.course,0,1,2,0,0,1.1,93.994,4.855,5191,0
24,blue-collar,0,basic.9y,1,1,6,0,0,1.1,93.994,4.855,5191,0
32,management,0,high.school,1,1,2,0,0,1.1,93.994,4.855,5191,0
50,technician,0,university.degree,1,1,2,0,0,1.1,93.994,4.855,5191,0
38,blue-collar,0,high.school,0,1,7,0,0,1.1,93.994,4.855,5191,0
41,blue-collar,0,basic.4y,0,1,2,0,0,1.1,93.994,4.855,5191,0
27,services,2,high.school,0,1,4,0,0,1.1,93.994,4.855,5191,0
39,housemaid,0,basic.4y,1,1,3,0,0,1.1,93.994,4.855,5191,0
25,student,2,high.school,0,1,1,0,0,1.1,93.994,4.855,5191,0
33,services,0,high.school,1,1,5,0,0,1.1,93.994,4.855,5191,0
37,entrepreneur,2,university.degree,0,1,2,0,0,1.1,93.994,4.855,5191,0
46,housemaid,0,basic.9y,0,1,5,0,0,1.1,93.994,4.855,5191,0
53,admin.,1,high.school,1,1,4,0,0,1.1,93.994,4.855,5191,0
32,unemployed,0,basic.9y,0,1,4,0,0,1.1,93.994,4.855,5191,0
43,services,1,basic.9y,1,1,4,0,0,1.1,93.994,4.855,5191,0
38,technician,2,professional.course,1,1,3,0,0,1.1,93.994,4.855,5191,0
26,technician,0,professional.course,1,1,3,0,0,1.1,93.994,4.855,5191,0
42,admin.,0,basic.9y,1,1,8,0,0,1.1,93.994,4.855,5191,0
26,services,2,high.school,0,1,3,0,0,1.1,93.994,4.855,5191,0
41,blue-collar,1,basic.4y,0,1,3,0,0,1.1,93.994,4.855,5191,0
26,blue-collar,2,high.school,0,1,4,0,0,1.1,93.994,4.855,5191,0
43,management,0,basic.4y,1,1,3,0,0,1.1,93.994,4.855,5191,0
28,technician,2,professional.course,1,1,4,0,0,1.1,93.994,4.855,5191,0
35,technician,1,professional.course,1,1,3,0,0,1.1,93.994,4.855,5191,0
45,admin.,0,high.school,1,1,3,0,0,1.1,93.994,4.855,5191,0
40,admin.,0,high.school,0,1,3,0,0,1.1,93.994,4.855,5191,0
37,technician,0,professional.course,1,1,9,0,0,1.1,93.994,4.855,5191,0
52,technician,0,university.degree,0,1,5,0,0,1.1,93.994,4.855,5191,0
36,admin.,0,high.school,1,1,3,0,0,1.1,93.994,4.855,5191,0
43,blue-collar,0,basic.4y,1,1,2,0,0,1.1,93.994,4.855,5191,0
36,blue-collar,2,high.school,1,1,2,0,0,1.1,93.994,4.857,5191,0
39,blue-collar,1,basic.9y,0,1,3,0,0,1.1,93.994,4.857,5191,0
47,admin.,0,university.degree,1,1,5,0,0,1.1,93.994,4.857,5191,0
36,technician,0,high.school,1,1,5,0,0,1.1,93.994,4.857,5191,0
46,technician,1,professional.course,1,1,2,0,0,1.1,93.994,4.857,5191,0
47,services,1,high.school,1,1,5,0,0,1.1,93.994,4.857,5191,0
47,blue-collar,2,basic.4y,1,1,2,0,0,1.1,93.994,4.857,5191,0
42,self-employed,0,university.degree,1,1,5,0,0,1.1,93.994,4.857,5191,0
59,management,0,university.degree,0,1,5,0,0,1.1,93.994,4.857,5191,1
48,entrepreneur,0,high.school,1,1,2,0,0,1.1,93.994,4.857,5191,0
53,technician,2,professional.course,1,1,2,0,0,1.1,93.994,4.857,5191,0
51,services,1,professional.course,1,1,7,0,0,1.1,93.994,4.857,5191,0
37,admin.,0,high.school,1,1,4,0,0,1.1,93.994,4.857,5191,0
44,blue-collar,0,basic.6y,1,1,5,0,0,1.1,93.994,4.857,5191,0
48,admin.,0,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
44,admin.,2,high.school,0,1,2,0,0,1.1,93.994,4.857,5191,0
35,services,0,high.school,1,1,5,0,0,1.1,93.994,4.857,5191,0
53,self-employed,0,university.degree,0,1,2,0,0,1.1,93.994,4.857,5191,0
55,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.857,5191,0
37,blue-collar,0,basic.4y,1,1,4,0,0,1.1,93.994,4.857,5191,0
36,management,1,high.school,0,1,7,0,0,1.1,93.994,4.857,5191,0
45,management,0,basic.9y,1,1,4,0,0,1.1,93.994,4.857,5191,0
35,admin.,2,basic.6y,1,1,2,0,0,1.1,93.994,4.857,5191,0
32,admin.,0,high.school,1,1,3,0,0,1.1,93.994,4.857,5191,0
36,entrepreneur,0,university.degree,1,1,4,0,0,1.1,93.994,4.857,5191,0
55,admin.,1,university.degree,1,1,4,0,0,1.1,93.994,4.857,5191,0
39,housemaid,0,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
32,admin.,2,university.degree,0,1,2,0,0,1.1,93.994,4.857,5191,0
57,management,1,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
41,admin.,1,high.school,0,1,4,0,0,1.1,93.994,4.857,5191,0
24,services,2,high.school,0,1,2,0,0,1.1,93.994,4.857,5191,1
59,retired,2,university.degree,0,1,4,0,0,1.1,93.994,4.857,5191,0
44,blue-collar,0,professional.course,0,1,2,0,0,1.1,93.994,4.857,5191,0
39,entrepreneur,1,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
39,entrepreneur,1,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
33,blue-collar,2,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
42,blue-collar,0,professional.course,1,1,1,0,0,1.1,93.994,4.857,5191,0
33,management,0,university.degree,0,1,3,0,0,1.1,93.994,4.857,5191,0
29,management,2,university.degree,1,1,3,0,0,1.1,93.994,4.857,5191,0
35,admin.,0,university.degree,1,1,3,0,0,1.1,93.994,4.857,5191,0
54,management,1,university.degree,0,1,2,0,0,1.1,93.994,4.857,5191,0
34,blue-collar,0,basic.4y,1,1,1,0,0,1.1,93.994,4.857,5191,0
51,blue-collar,0,basic.4y,1,1,2,0,0,1.1,93.994,4.857,5191,0
33,blue-collar,0,professional.course,0,1,1,0,0,1.1,93.994,4.857,5191,0
39,admin.,0,university.degree,0,1,6,0,0,1.1,93.994,4.857,5191,1
32,blue-collar,0,professional.course,0,1,1,0,0,1.1,93.994,4.857,5191,0
47,technician,1,university.degree,0,1,3,0,0,1.1,93.994,4.857,5191,0
26,technician,0,university.degree,0,1,1,0,0,1.1,93.994,4.857,5191,0
26,self-employed,0,university.degree,0,1,1,0,0,1.1,93.994,4.857,5191,0
25,blue-collar,0,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
39,blue-collar,1,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
29,technician,2,university.degree,0,1,2,0,0,1.1,93.994,4.857,5191,0
36,technician,0,university.degree,1,1,1,0,0,1.1,93.994,4.857,5191,0
31,admin.,1,high.school,0,1,2,0,0,1.1,93.994,4.857,5191,0
40,housemaid,2,university.degree,1,1,1,0,0,1.1,93.994,4.857,5191,0
56,entrepreneur,0,basic.4y,0,1,1,0,0,1.1,93.994,4.857,5191,0
38,services,1,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
42,management,0,university.degree,1,1,1,0,0,1.1,93.994,4.857,5191,0
42,management,0,university.degree,0,1,1,0,0,1.1,93.994,4.857,5191,0
48,services,0,high.school,0,1,2,0,0,1.1,93.994,4.857,5191,0
36,blue-collar,2,basic.9y,1,1,4,0,0,1.1,93.994,4.857,5191,0
30,technician,0,university.degree,0,1,4,0,0,1.1,93.994,4.857,5191,0
39,unemployed,0,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
35,technician,0,professional.course,1,1,3,0,0,1.1,93.994,4.857,5191,0
33,entrepreneur,0,high.school,0,1,4,0,0,1.1,93.994,4.857,5191,0
39,technician,0,professional.course,1,1,2,0,0,1.1,93.994,4.857,5191,0
41,admin.,0,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
34,housemaid,0,university.degree,0,1,2,0,0,1.1,93.994,4.857,5191,0
30,technician,2,professional.course,0,1,1,0,0,1.1,93.994,4.857,5191,0
38,blue-collar,0,professional.course,0,1,1,0,0,1.1,93.994,4.857,5191,0
37,entrepreneur,2,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
34,admin.,2,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
33,technician,0,basic.9y,1,1,1,0,0,1.1,93.994,4.857,5191,0
33,technician,0,basic.9y,1,1,1,0,0,1.1,93.994,4.857,5191,0
36,technician,0,high.school,1,1,1,0,0,1.1,93.994,4.857,5191,0
33,technician,0,basic.9y,0,1,1,0,0,1.1,93.994,4.857,5191,0
38,technician,0,professional.course,0,1,4,0,0,1.1,93.994,4.857,5191,0
50,management,1,professional.course,0,1,3,0,0,1.1,93.994,4.857,5191,0
32,management,0,high.school,1,1,1,0,0,1.1,93.994,4.857,5191,0
45,blue-collar,0,basic.4y,0,1,1,0,0,1.1,93.994,4.857,5191,0
36,admin.,0,university.degree,0,1,1,0,0,1.1,93.994,4.857,5191,0
57,retired,2,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
57,retired,2,high.school,1,1,1,0,0,1.1,93.994,4.857,5191,0
44,blue-collar,0,basic.4y,1,1,2,0,0,1.1,93.994,4.857,5191,0
46,technician,0,basic.9y,0,1,6,0,0,1.1,93.994,4.857,5191,0
32,blue-collar,2,basic.9y,0,1,2,0,0,1.1,93.994,4.857,5191,0
41,entrepreneur,0,basic.6y,0,1,3,0,0,1.1,93.994,4.857,5191,0
33,technician,0,basic.9y,0,1,2,0,0,1.1,93.994,4.857,5191,0
30,blue-collar,2,basic.9y,1,1,4,0,0,1.1,93.994,4.857,5191,0
51,blue-collar,0,basic.9y,0,1,1,0,0,1.1,93.994,4.857,5191,0
39,blue-collar,0,basic.9y,0,1,5,0,0,1.1,93.994,4.857,5191,0
50,management,0,basic.9y,0,1,4,0,0,1.1,93.994,4.857,5191,0
53,retired,1,basic.4y,0,1,1,0,0,1.1,93.994,4.857,5191,0
51,technician,0,professional.course,1,1,1,0,0,1.1,93.994,4.857,5191,0
40,admin.,2,university.degree,1,1,3,0,0,1.1,93.994,4.857,5191,0
47,admin.,1,university.degree,1,1,4,0,0,1.1,93.994,4.857,5191,0
37,self-employed,1,university.degree,1,1,1,0,0,1.1,93.994,4.857,5191,0
37,self-employed,1,university.degree,1,1,1,0,0,1.1,93.994,4.857,5191,0
30,admin.,2,high.school,0,1,1,0,0,1.1,93.994,4.857,5191,0
38,blue-collar,0,basic.6y,0,1,3,0,0,1.1,93.994,4.857,5191,0
31,services,0,high.school,1,1,1,0,0,1.1,93.994,4.857,5191,0
48,blue-collar,0,basic.9y,1,1,2,0,0,1.1,93.994,4.857,5191,0
29,admin.,2,high.school,1,1,1,0,0,1.1,93.994,4.857,5191,0
48,blue-collar,0,basic.9y,1,1,2,0,0,1.1,93.994,4.857,5191,0
41,blue-collar,0,basic.4y,1,1,2,0,0,1.1,93.994,4.857,5191,0
56,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.857,5191,0
39,technician,0,university.degree,1,1,3,0,0,1.1,93.994,4.857,5191,0
33,technician,0,professional.course,1,1,4,0,0,1.1,93.994,4.857,5191,0
31,admin.,0,high.school,0,1,3,0,0,1.1,93.994,4.857,5191,0
54,retired,1,professional.course,0,1,3,0,0,1.1,93.994,4.857,5191,0
26,services,1,professional.course,0,1,1,0,0,1.1,93.994,4.857,5191,0
45,management,0,professional.course,0,1,2,0,0,1.1,93.994,4.857,5191,0
41,blue-collar,1,basic.6y,1,1,2,0,0,1.1,93.994,4.857,5191,0
35,admin.,2,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
28,admin.,0,high.school,1,1,2,0,0,1.1,93.994,4.857,5191,0
34,self-employed,0,university.degree,1,1,4,0,0,1.1,93.994,4.857,5191,0
57,retired,2,high.school,0,1,2,0,0,1.1,93.994,4.857,5191,0
39,technician,0,basic.6y,1,1,3,0,0,1.1,93.994,4.857,5191,0
35,blue-collar,0,basic.9y,0,1,5,0,0,1.1,93.994,4.857,5191,0
58,management,0,university.degree,0,1,10,0,0,1.1,93.994,4.857,5191,0
34,blue-collar,0,basic.9y,1,1,3,0,0,1.1,93.994,4.857,5191,0
29,management,2,university.degree,1,1,2,0,0,1.1,93.994,4.857,5191,0
37,admin.,0,basic.4y,1,1,1,0,0,1.1,93.994,4.857,5191,0
25,blue-collar,0,basic.9y,1,1,1,0,0,1.1,93.994,4.857,5191,0
39,services,0,professional.course,0,1,1,0,0,1.1,93.994,4.857,5191,0
39,technician,0,university.degree,1,1,3,0,0,1.1,93.994,4.857,5191,0
34,management,2,university.degree,0,1,2,0,0,1.1,93.994,4.857,5191,0
47,services,1,high.school,0,1,3,0,0,1.1,93.994,4.857,5191,0
31,blue-collar,0,basic.6y,1,1,2,0,0,1.1,93.994,4.857,5191,0
33,admin.,0,high.school,1,1,4,0,0,1.1,93.994,4.857,5191,0
41,management,0,high.school,0,1,2,0,0,1.1,93.994,4.857,5191,0
29,blue-collar,0,basic.9y,0,1,5,0,0,1.1,93.994,4.857,5191,0
39,blue-collar,0,basic.9y,0,1,5,0,0,1.1,93.994,4.857,5191,0
37,admin.,0,high.school,1,1,4,0,0,1.1,93.994,4.857,5191,0
56,admin.,0,high.school,1,1,3,0,0,1.1,93.994,4.857,5191,0
51,technician,0,professional.course,1,1,2,0,0,1.1,93.994,4.857,5191,0
47,blue-collar,1,basic.4y,1,1,2,0,0,1.1,93.994,4.857,5191,0
57,services,1,high.school,0,1,3,0,0,1.1,93.994,4.857,5191,0
44,blue-collar,0,high.school,0,1,5,0,0,1.1,93.994,4.857,5191,0
35,services,0,high.school,0,1,3,0,0,1.1,93.994,4.857,5191,0
31,technician,0,professional.course,0,1,5,0,0,1.1,93.994,4.857,5191,0
40,blue-collar,1,basic.6y,0,1,4,0,0,1.1,93.994,4.857,5191,0
45,entrepreneur,0,basic.9y,0,1,4,0,0,1.1,93.994,4.857,5191,0
47,management,0,university.degree,0,1,12,0,0,1.1,93.994,4.857,5191,0
26,admin.,2,high.school,1,1,2,0,0,1.1,93.994,4.857,5191,0
36,blue-collar,2,basic.4y,1,1,4,0,0,1.1,93.994,4.857,5191,0
33,blue-collar,0,basic.9y,0,1,2,0,0,1.1,93.994,4.857,5191,0
38,management,0,university.degree,1,1,6,0,0,1.1,93.994,4.857,5191,0
37,blue-collar,2,high.school,0,1,4,0,0,1.1,93.994,4.857,5191,0
39,blue-collar,0,basic.9y,0,1,4,0,0,1.1,93.994,4.857,5191,0
36,admin.,2,high.school,1,1,4,0,0,1.1,93.994,4.857,5191,0
35,admin.,0,high.school,1,1,4,0,0,1.1,93.994,4.857,5191,0
31,blue-collar,0,basic.9y,1,1,4,0,0,1.1,93.994,4.857,5191,0
31,unemployed,2,professional.course,0,1,2,0,0,1.1,93.994,4.856,5191,0
32,blue-collar,0,basic.9y,0,1,2,0,0,1.1,93.994,4.856,5191,0
39,blue-collar,1,basic.9y,1,1,6,0,0,1.1,93.994,4.856,5191,0
25,services,0,high.school,1,1,7,0,0,1.1,93.994,4.856,5191,0
40,housemaid,2,university.degree,0,1,3,0,0,1.1,93.994,4.856,5191,0
28,services,0,high.school,1,1,4,0,0,1.1,93.994,4.856,5191,0
29,management,0,university.degree,0,1,2,0,0,1.1,93.994,4.856,5191,0
30,admin.,0,university.degree,1,1,2,0,0,1.1,93.994,4.856,5191,0
34,technician,0,university.degree,0,1,1,0,0,1.1,93.994,4.856,5191,0
43,technician,2,professional.course,0,1,1,0,0,1.1,93.994,4.856,5191,0
38,blue-collar,0,basic.6y,1,1,1,0,0,1.1,93.994,4.856,5191,0
35,admin.,2,university.degree,1,1,1,0,0,1.1,93.994,4.856,5191,0
26,admin.,2,high.school,0,1,1,0,0,1.1,93.994,4.856,5191,0
31,blue-collar,0,basic.9y,1,1,2,0,0,1.1,93.994,4.856,5191,0
